Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
Q5SM13	unreviewed	dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase)	dcd TTHA0130	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	181	dCTP deaminase activity [GO:0008829]; nucleotide binding [GO:0000166]; dUMP biosynthetic process [GO:0006226]; dUTP biosynthetic process [GO:0006229]; nucleobase-containing small molecule interconversion [GO:0015949]	dUMP biosynthetic process [GO:0006226]; dUTP biosynthetic process [GO:0006229]; nucleobase-containing small molecule interconversion [GO:0015949]		dCTP deaminase activity [GO:0008829]; nucleotide binding [GO:0000166]	GO:0000166; GO:0006226; GO:0006229; GO:0008829; GO:0015949
Q5SM19	unreviewed	Branched-chain-amino-acid aminotransferase (BCAT) (EC 2.6.1.42)	ilvE TTHA0124	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	308	L-isoleucine-2-oxoglutarate transaminase activity [GO:0052656]; L-leucine-2-oxoglutarate transaminase activity [GO:0052654]; L-valine-2-oxoglutarate transaminase activity [GO:0052655]; isoleucine biosynthetic process [GO:0009097]; L-leucine biosynthetic process [GO:0009098]; L-valine biosynthetic process [GO:0009099]	isoleucine biosynthetic process [GO:0009097]; L-leucine biosynthetic process [GO:0009098]; L-valine biosynthetic process [GO:0009099]		L-isoleucine-2-oxoglutarate transaminase activity [GO:0052656]; L-leucine-2-oxoglutarate transaminase activity [GO:0052654]; L-valine-2-oxoglutarate transaminase activity [GO:0052655]	GO:0009097; GO:0009098; GO:0009099; GO:0052654; GO:0052655; GO:0052656
Q5SM37	unreviewed	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	rpe TTHA0106	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	220	cytoplasm [GO:0005737]; D-ribulose-phosphate 3-epimerase activity [GO:0004750]; metal ion binding [GO:0046872]; pentose catabolic process [GO:0019323]; pentose-phosphate shunt [GO:0006098]	pentose catabolic process [GO:0019323]; pentose-phosphate shunt [GO:0006098]	cytoplasm [GO:0005737]	D-ribulose-phosphate 3-epimerase activity [GO:0004750]; metal ion binding [GO:0046872]	GO:0004750; GO:0005737; GO:0006098; GO:0019323; GO:0046872
Q5SM43	unreviewed	UDP-N-acetylmuramyl-tripeptide synthetase (EC 6.3.2.-) (UDP-MurNAc-tripeptide synthetase)	murE TTHA0100	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	482	cytoplasm [GO:0005737]; acid-amino acid ligase activity [GO:0016881]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cytoplasm [GO:0005737]	acid-amino acid ligase activity [GO:0016881]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0005524; GO:0005737; GO:0008360; GO:0009252; GO:0016881; GO:0051301; GO:0071555
Q5SM60	reviewed	Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)	rsmA ksgA TTHA0083	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	271	cytosol [GO:0005829]; 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity [GO:0052908]; RNA binding [GO:0003723]		cytosol [GO:0005829]	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity [GO:0052908]; RNA binding [GO:0003723]	GO:0003723; GO:0005829; GO:0052908
Q5SM68	unreviewed	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	TTHA0075	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	2202	ATP binding [GO:0005524]; cobalamin binding [GO:0031419]; endonuclease activity [GO:0004519]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]; deoxyribonucleotide biosynthetic process [GO:0009263]; DNA biosynthetic process [GO:0071897]; intein-mediated protein splicing [GO:0016539]	deoxyribonucleotide biosynthetic process [GO:0009263]; DNA biosynthetic process [GO:0071897]; intein-mediated protein splicing [GO:0016539]		ATP binding [GO:0005524]; cobalamin binding [GO:0031419]; endonuclease activity [GO:0004519]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]	GO:0004519; GO:0004748; GO:0005524; GO:0009263; GO:0016539; GO:0031419; GO:0071897
Q5SM69	unreviewed	DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I)	topA TTHA0074	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	830	chromosome [GO:0005694]; DNA binding [GO:0003677]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; zinc ion binding [GO:0008270]; DNA topological change [GO:0006265]	DNA topological change [GO:0006265]	chromosome [GO:0005694]	DNA binding [GO:0003677]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; zinc ion binding [GO:0008270]	GO:0003677; GO:0003917; GO:0005694; GO:0006265; GO:0008270
Q5SM80	unreviewed	Probable replication restart protein PriA (Putative ATP-dependent DNA helicase PriA)	priA TTHA0063	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	703	primosome complex [GO:1990077]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]; zinc ion binding [GO:0008270]; DNA recombination [GO:0006310]; DNA replication initiation [GO:0006270]; DNA replication, synthesis of primer [GO:0006269]; double-strand break repair [GO:0006302]	DNA recombination [GO:0006310]; DNA replication initiation [GO:0006270]; DNA replication, synthesis of primer [GO:0006269]; double-strand break repair [GO:0006302]	primosome complex [GO:1990077]	3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]; zinc ion binding [GO:0008270]	GO:0003677; GO:0005524; GO:0006269; GO:0006270; GO:0006302; GO:0006310; GO:0008270; GO:0016787; GO:0043138; GO:1990077
Q5SM81	unreviewed	Alanine racemase (EC 5.1.1.1)	TTHA0062	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	360	cytosol [GO:0005829]; alanine racemase activity [GO:0008784]; pyridoxal phosphate binding [GO:0030170]; D-alanine biosynthetic process [GO:0030632]	D-alanine biosynthetic process [GO:0030632]	cytosol [GO:0005829]	alanine racemase activity [GO:0008784]; pyridoxal phosphate binding [GO:0030170]	GO:0005829; GO:0008784; GO:0030170; GO:0030632
Q5SM89	unreviewed	Putative tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207) (tRNA (cytidine/uridine-2'-O-)-methyltransferase)	TTHA0054	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	149	cytoplasm [GO:0005737]; RNA binding [GO:0003723]; tRNA (5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase activity [GO:0141102]; tRNA (cytidine(34)-2'-O)-methyltransferase activity [GO:0141098]; wobble position ribose methylation [GO:0002130]	wobble position ribose methylation [GO:0002130]	cytoplasm [GO:0005737]	RNA binding [GO:0003723]; tRNA (5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase activity [GO:0141102]; tRNA (cytidine(34)-2'-O)-methyltransferase activity [GO:0141098]	GO:0002130; GO:0003723; GO:0005737; GO:0141098; GO:0141102
Q5SMA0	unreviewed	Lipoprotein signal peptidase (EC 3.4.23.36) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II)	lspA TTHA0043	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	150	plasma membrane [GO:0005886]; aspartic-type endopeptidase activity [GO:0004190]; proteolysis [GO:0006508]	proteolysis [GO:0006508]	plasma membrane [GO:0005886]	aspartic-type endopeptidase activity [GO:0004190]	GO:0004190; GO:0005886; GO:0006508
Q5SMC1	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC TTHA0022	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	414	ATP binding [GO:0005524]; glucose-1-phosphate adenylyltransferase activity [GO:0008878]; glycogen biosynthetic process [GO:0005978]	glycogen biosynthetic process [GO:0005978]		ATP binding [GO:0005524]; glucose-1-phosphate adenylyltransferase activity [GO:0008878]	GO:0005524; GO:0005978; GO:0008878
Q5SMC8	reviewed	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4)	ispH TTHA0015	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	340	4 iron, 4 sulfur cluster binding [GO:0051539]; 4-hydroxy-3-methylbut-2-enyl diphosphate reductase activity [GO:0051745]; metal ion binding [GO:0046872]; dimethylallyl diphosphate biosynthetic process [GO:0050992]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]	dimethylallyl diphosphate biosynthetic process [GO:0050992]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]		4 iron, 4 sulfur cluster binding [GO:0051539]; 4-hydroxy-3-methylbut-2-enyl diphosphate reductase activity [GO:0051745]; metal ion binding [GO:0046872]	GO:0016114; GO:0019288; GO:0046872; GO:0050992; GO:0051539; GO:0051745
Q5SMD7	reviewed	1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS)	dxs TTHA0006	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	615	cytosol [GO:0005829]; 1-deoxy-D-xylulose-5-phosphate synthase activity [GO:0008661]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]; 1-deoxy-D-xylulose 5-phosphate biosynthetic process [GO:0052865]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]; thiamine biosynthetic process [GO:0009228]	1-deoxy-D-xylulose 5-phosphate biosynthetic process [GO:0052865]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]; thiamine biosynthetic process [GO:0009228]	cytosol [GO:0005829]	1-deoxy-D-xylulose-5-phosphate synthase activity [GO:0008661]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]	GO:0000287; GO:0005829; GO:0008661; GO:0009228; GO:0016114; GO:0019288; GO:0030976; GO:0052865
Q5SME1	reviewed	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno TTHA0002	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	422	cell surface [GO:0009986]; extracellular region [GO:0005576]; phosphopyruvate hydratase complex [GO:0000015]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]	glycolytic process [GO:0006096]	cell surface [GO:0009986]; extracellular region [GO:0005576]; phosphopyruvate hydratase complex [GO:0000015]	magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]	GO:0000015; GO:0000287; GO:0004634; GO:0005576; GO:0006096; GO:0009986
Q5SME3	reviewed	Cytochrome c-552 (Cytochrome c552)	cycA TTHA1423	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	148	electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]			electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]	GO:0009055; GO:0020037; GO:0046872
Q5SME7	unreviewed	SoxAX cytochrome complex subunit A (EC 2.8.5.2) (Protein SoxA) (Sulfur oxidizing protein A) (Thiosulfate-oxidizing multienzyme system protein SoxA)	TTHA1419	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	258	cytochrome complex [GO:0070069]; periplasmic space [GO:0042597]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on a sulfur group of donors, cytochrome as acceptor [GO:0016669]; transferase activity [GO:0016740]; sulfur oxidation [GO:0019417]	sulfur oxidation [GO:0019417]	cytochrome complex [GO:0070069]; periplasmic space [GO:0042597]	electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on a sulfur group of donors, cytochrome as acceptor [GO:0016669]; transferase activity [GO:0016740]	GO:0009055; GO:0016669; GO:0016740; GO:0019417; GO:0020037; GO:0042597; GO:0046872; GO:0070069
Q5SME9	reviewed	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3) ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase)	miaB TTHA1308	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	465	cytosol [GO:0005829]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; N6-isopentenyladenosine methylthiotransferase activity [GO:0035597]		cytosol [GO:0005829]	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; N6-isopentenyladenosine methylthiotransferase activity [GO:0035597]	GO:0005829; GO:0035597; GO:0046872; GO:0051539
Q5SMH2	reviewed	Phosphoglucosamine mutase (EC 5.4.2.10)	glmM TTHA1056	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	437	cytosol [GO:0005829]; magnesium ion binding [GO:0000287]; phosphoglucosamine mutase activity [GO:0008966]; phosphomannomutase activity [GO:0004615]; carbohydrate metabolic process [GO:0005975]; peptidoglycan biosynthetic process [GO:0009252]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	carbohydrate metabolic process [GO:0005975]; peptidoglycan biosynthetic process [GO:0009252]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	cytosol [GO:0005829]	magnesium ion binding [GO:0000287]; phosphoglucosamine mutase activity [GO:0008966]; phosphomannomutase activity [GO:0004615]	GO:0000287; GO:0004615; GO:0005829; GO:0005975; GO:0006048; GO:0008966; GO:0009252
Q5SMH7	unreviewed	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase)	purF TTHA1520	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	463	4 iron, 4 sulfur cluster binding [GO:0051539]; amidophosphoribosyltransferase activity [GO:0004044]; magnesium ion binding [GO:0000287]; 'de novo' IMP biosynthetic process [GO:0006189]; purine nucleobase biosynthetic process [GO:0009113]	'de novo' IMP biosynthetic process [GO:0006189]; purine nucleobase biosynthetic process [GO:0009113]		4 iron, 4 sulfur cluster binding [GO:0051539]; amidophosphoribosyltransferase activity [GO:0004044]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0004044; GO:0006189; GO:0009113; GO:0051539
Q5SMH8	reviewed	Phosphoribosylformylglycinamidine synthase subunit PurL (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit II) (FGAR amidotransferase II) (FGAR-AT II) (Glutamine amidotransferase PurL) (Phosphoribosylformylglycinamidine synthase subunit II)	purL TTHA1519	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	725	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phosphoribosylformylglycinamidine synthase activity [GO:0004642]; 'de novo' IMP biosynthetic process [GO:0006189]	'de novo' IMP biosynthetic process [GO:0006189]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phosphoribosylformylglycinamidine synthase activity [GO:0004642]	GO:0000287; GO:0004642; GO:0005524; GO:0005737; GO:0006189
Q60019	reviewed	NADH-quinone oxidoreductase subunit 8 (EC 7.1.1.-) (NADH dehydrogenase I subunit 8) (NDH-1 subunit 8)	nqo8 TTHA0091	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	365	plasma membrane [GO:0005886]; NADH dehydrogenase activity [GO:0003954]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; quinone binding [GO:0048038]; aerobic respiration [GO:0009060]	aerobic respiration [GO:0009060]	plasma membrane [GO:0005886]	NADH dehydrogenase activity [GO:0003954]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; quinone binding [GO:0048038]	GO:0003954; GO:0005886; GO:0009060; GO:0016655; GO:0048038
Q7SIB9	reviewed	Imidazole glycerol phosphate synthase subunit HisF (EC 4.3.2.10) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF)	hisF TTHA1444	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	252	cytoplasm [GO:0005737]; imidazoleglycerol-phosphate synthase activity [GO:0000107]; lyase activity [GO:0016829]; L-histidine biosynthetic process [GO:0000105]	L-histidine biosynthetic process [GO:0000105]	cytoplasm [GO:0005737]	imidazoleglycerol-phosphate synthase activity [GO:0000107]; lyase activity [GO:0016829]	GO:0000105; GO:0000107; GO:0005737; GO:0016829
Q8RQE8	reviewed	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	rpoC TTHA1812	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	1524	DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]; magnesium ion binding [GO:0000287]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]	DNA-templated transcription [GO:0006351]	DNA-directed RNA polymerase complex [GO:0000428]	DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]; magnesium ion binding [GO:0000287]; zinc ion binding [GO:0008270]	GO:0000287; GO:0000428; GO:0003677; GO:0003899; GO:0006351; GO:0008270
Q8RQE9	reviewed	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	rpoB TTHA1813	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	1119	DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]; ribonucleoside binding [GO:0032549]; DNA-templated transcription [GO:0006351]	DNA-templated transcription [GO:0006351]	DNA-directed RNA polymerase complex [GO:0000428]	DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]; ribonucleoside binding [GO:0032549]	GO:0000428; GO:0003677; GO:0003899; GO:0006351; GO:0032549
Q8RR57	reviewed	SsrA-binding protein (Small protein B)	smpB TTHA0902	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	144	cytosol [GO:0005829]; rRNA binding [GO:0019843]; trans-translation [GO:0070929]	trans-translation [GO:0070929]	cytosol [GO:0005829]	rRNA binding [GO:0019843]	GO:0005829; GO:0019843; GO:0070929
Q9LCX2	reviewed	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	gatB TTHA0366	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	469	asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050566]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]; glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; translation [GO:0006412]	glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; translation [GO:0006412]		asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050566]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]	GO:0005524; GO:0006412; GO:0050566; GO:0050567; GO:0070681
