Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
Q4J939	reviewed	Phosphoglycerate kinase (EC 2.7.2.3)	pgk Saci_1355	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	415	cytosol [GO:0005829]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	cytosol [GO:0005829]	ADP binding [GO:0043531]; ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]	GO:0004618; GO:0005524; GO:0005829; GO:0006094; GO:0006096; GO:0043531
Q4J940	reviewed	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.59) (NAD(P)-dependent glyceraldehyde-3-phosphate dehydrogenase)	gap Saci_1356	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	343	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate reductase [GO:0008839]; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity [GO:0004365]; glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) activity [GO:0047100]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; glycolytic process [GO:0006096]; lysine biosynthetic process via diaminopimelate [GO:0009089]	glycolytic process [GO:0006096]; lysine biosynthetic process via diaminopimelate [GO:0009089]	cytoplasm [GO:0005737]	4-hydroxy-tetrahydrodipicolinate reductase [GO:0008839]; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity [GO:0004365]; glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) activity [GO:0047100]; NAD binding [GO:0051287]; NADP binding [GO:0050661]	GO:0004365; GO:0005737; GO:0006096; GO:0008839; GO:0009089; GO:0047100; GO:0050661; GO:0051287
Q4J945	reviewed	Glutamyl-tRNA(Gln) amidotransferase subunit E (Glu-ADT subunit E) (EC 6.3.5.-)	gatE Saci_1350	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	634	cytoplasm [GO:0005737]; aminoacyl-tRNA ligase activity [GO:0004812]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]; glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; translation [GO:0006412]	glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; translation [GO:0006412]	cytoplasm [GO:0005737]	aminoacyl-tRNA ligase activity [GO:0004812]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]	GO:0004812; GO:0005524; GO:0005737; GO:0006412; GO:0050567; GO:0070681
Q4J955	reviewed	Glutamyl-tRNA(Gln) amidotransferase subunit D (Glu-ADT subunit D) (EC 6.3.5.-)	gatD Saci_1349	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	446	asparaginase activity [GO:0004067]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]; amino acid metabolic process [GO:0006520]; regulation of translational fidelity [GO:0006450]; translation [GO:0006412]	amino acid metabolic process [GO:0006520]; regulation of translational fidelity [GO:0006450]; translation [GO:0006412]		asparaginase activity [GO:0004067]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]	GO:0004067; GO:0005524; GO:0006412; GO:0006450; GO:0006520; GO:0050567
Q4J963	reviewed	Riboflavin kinase (RFK) (EC 2.7.1.161) (CTP-dependent riboflavin kinase) (CTP:riboflavin 5'-phosphotransferase) (Flavokinase)	ribK Saci_1332	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	159	magnesium ion binding [GO:0000287]; nucleotide binding [GO:0000166]; riboflavin kinase activity [GO:0008531]; FMN biosynthetic process [GO:0009398]; riboflavin biosynthetic process [GO:0009231]	FMN biosynthetic process [GO:0009398]; riboflavin biosynthetic process [GO:0009231]		magnesium ion binding [GO:0000287]; nucleotide binding [GO:0000166]; riboflavin kinase activity [GO:0008531]	GO:0000166; GO:0000287; GO:0008531; GO:0009231; GO:0009398
Q4J964	unreviewed	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase (EC 4.1.3.44) (tRNA wyosine derivatives biosynthesis protein Taw1)	taw1 Saci_1331	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	358	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; tRNA-4-demethylwyosine synthase activity [GO:0102521]; tRNA processing [GO:0008033]	tRNA processing [GO:0008033]	cytoplasm [GO:0005737]	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; tRNA-4-demethylwyosine synthase activity [GO:0102521]	GO:0005737; GO:0008033; GO:0046872; GO:0051539; GO:0102521
Q4J977	unreviewed	tRNA-splicing ligase RtcB (EC 6.5.1.-)	rtcB Saci_1317	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	482	GTP binding [GO:0005525]; metal ion binding [GO:0046872]; RNA ligase (ATP) activity [GO:0003972]; RNA ligase (GTP) activity [GO:0170057]; RNA processing [GO:0006396]	RNA processing [GO:0006396]		GTP binding [GO:0005525]; metal ion binding [GO:0046872]; RNA ligase (ATP) activity [GO:0003972]; RNA ligase (GTP) activity [GO:0170057]	GO:0003972; GO:0005525; GO:0006396; GO:0046872; GO:0170057
Q4J980	unreviewed	Type 2 DNA topoisomerase 6 subunit A (EC 5.6.2.2) (Type II DNA topoisomerase VI subunit A)	top6A Saci_1314	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	386	chromosome [GO:0005694]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; magnesium ion binding [GO:0000287]; DNA topological change [GO:0006265]	DNA topological change [GO:0006265]	chromosome [GO:0005694]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0006265
Q4J986	reviewed	Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK)	pyrH Saci_1306	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	227	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; UMP kinase activity [GO:0033862]; 'de novo' CTP biosynthetic process [GO:0044210]; UDP biosynthetic process [GO:0006225]	'de novo' CTP biosynthetic process [GO:0044210]; UDP biosynthetic process [GO:0006225]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; UMP kinase activity [GO:0033862]	GO:0005524; GO:0005737; GO:0006225; GO:0033862; GO:0044210
Q4J9A0	reviewed	CCA-adding enzyme (EC 2.7.7.72) (CCA tRNA nucleotidyltransferase) (tRNA CCA-pyrophosphorylase) (tRNA adenylyl-/cytidylyl- transferase) (tRNA nucleotidyltransferase) (tRNA-NT)	cca Saci_1288	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	416	ATP binding [GO:0005524]; CCA tRNA nucleotidyltransferase activity [GO:0004810]; magnesium ion binding [GO:0000287]; tRNA binding [GO:0000049]; RNA repair [GO:0042245]; tRNA 3'-terminal CCA addition [GO:0001680]	RNA repair [GO:0042245]; tRNA 3'-terminal CCA addition [GO:0001680]		ATP binding [GO:0005524]; CCA tRNA nucleotidyltransferase activity [GO:0004810]; magnesium ion binding [GO:0000287]; tRNA binding [GO:0000049]	GO:0000049; GO:0000287; GO:0001680; GO:0004810; GO:0005524; GO:0042245
Q4J9A6	reviewed	Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate synthase) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase)	prs Saci_1282	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	291	cytoplasm [GO:0005737]; ribose phosphate diphosphokinase complex [GO:0002189]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]; 5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; purine nucleotide biosynthetic process [GO:0006164]	5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; purine nucleotide biosynthetic process [GO:0006164]	cytoplasm [GO:0005737]; ribose phosphate diphosphokinase complex [GO:0002189]	ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]	GO:0000287; GO:0002189; GO:0004749; GO:0005524; GO:0005737; GO:0006015; GO:0006164; GO:0016301
Q4J9C4	reviewed	Threonine--tRNA ligase catalytic subunit (EC 6.1.1.3) (Threonyl-tRNA synthetase catalytic subunit) (ThrRS-cat)	thrS-cat thrS Saci_1261	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	549	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; threonine-tRNA ligase activity [GO:0004829]; tRNA binding [GO:0000049]; threonyl-tRNA aminoacylation [GO:0006435]	threonyl-tRNA aminoacylation [GO:0006435]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; threonine-tRNA ligase activity [GO:0004829]; tRNA binding [GO:0000049]	GO:0000049; GO:0004829; GO:0005524; GO:0005737; GO:0006435; GO:0046872
Q4J9C6	reviewed	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (O-6-methylguanine-DNA-alkyltransferase)	ogt Saci_1260	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	155	cytoplasm [GO:0005737]; methylated-DNA-[protein]-cysteine S-methyltransferase activity [GO:0003908]; DNA alkylation repair [GO:0006307]; methylation [GO:0032259]	DNA alkylation repair [GO:0006307]; methylation [GO:0032259]	cytoplasm [GO:0005737]	methylated-DNA-[protein]-cysteine S-methyltransferase activity [GO:0003908]	GO:0003908; GO:0005737; GO:0006307; GO:0032259
Q4J9D4	reviewed	Trehalase 2 (EC 3.2.1.28) (Alpha,alpha-trehalase) (SaTreH2)	treH2 Saci_1250	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	576	alpha,alpha-trehalase activity [GO:0004555]; trehalose catabolic process [GO:0005993]	trehalose catabolic process [GO:0005993]		alpha,alpha-trehalase activity [GO:0004555]	GO:0004555; GO:0005993
Q4J9J2	unreviewed	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK Saci_1191	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	364	5-(carboxyamino)imidazole ribonucleotide synthase activity [GO:0034028]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylaminoimidazole carboxylase activity [GO:0004638]; 'de novo' IMP biosynthetic process [GO:0006189]	'de novo' IMP biosynthetic process [GO:0006189]		5-(carboxyamino)imidazole ribonucleotide synthase activity [GO:0034028]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylaminoimidazole carboxylase activity [GO:0004638]	GO:0004638; GO:0005524; GO:0006189; GO:0034028; GO:0046872
Q4J9J9	reviewed	HTH-type transcriptional activator ArnR (Archaellum regulatory network protein ArnR)	arnR Saci_1180	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	269	plasma membrane [GO:0005886]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]		plasma membrane [GO:0005886]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0005886
Q4J9L2	reviewed	HTH-type transcriptional activator ArnR1 (Archaellum regulatory network protein ArnR1)	arnR1 Saci_1171	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	269	plasma membrane [GO:0005886]; DNA binding [GO:0003677]		plasma membrane [GO:0005886]	DNA binding [GO:0003677]	GO:0003677; GO:0005886
Q4J9P1	unreviewed	2-oxoacid oxidoreductase (ferredoxin) (EC 1.2.7.11)	Saci_1137	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	558	acetolactate synthase complex [GO:0005948]; membrane [GO:0016020]; 2-oxobutyrate synthase activity [GO:0018491]; 2-oxoglutarate synthase activity [GO:0047553]; acetolactate synthase activity [GO:0003984]; flavin adenine dinucleotide binding [GO:0050660]; magnesium ion binding [GO:0000287]; pyruvate synthase activity [GO:0019164]; thiamine pyrophosphate binding [GO:0030976]; isoleucine biosynthetic process [GO:0009097]; L-valine biosynthetic process [GO:0009099]	isoleucine biosynthetic process [GO:0009097]; L-valine biosynthetic process [GO:0009099]	acetolactate synthase complex [GO:0005948]; membrane [GO:0016020]	2-oxobutyrate synthase activity [GO:0018491]; 2-oxoglutarate synthase activity [GO:0047553]; acetolactate synthase activity [GO:0003984]; flavin adenine dinucleotide binding [GO:0050660]; magnesium ion binding [GO:0000287]; pyruvate synthase activity [GO:0019164]; thiamine pyrophosphate binding [GO:0030976]	GO:0000287; GO:0003984; GO:0005948; GO:0009097; GO:0009099; GO:0016020; GO:0018491; GO:0019164; GO:0030976; GO:0047553; GO:0050660
Q4J9R1	reviewed	Glycerol kinase 1 (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase 1) (Glycerokinase 1) (GK 1)	glpK1 Saci_1117	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	498	cytosol [GO:0005829]; ATP binding [GO:0005524]; glycerol kinase activity [GO:0004370]; glycerol catabolic process [GO:0019563]; glycerol metabolic process [GO:0006071]; glycerol-3-phosphate metabolic process [GO:0006072]	glycerol catabolic process [GO:0019563]; glycerol metabolic process [GO:0006071]; glycerol-3-phosphate metabolic process [GO:0006072]	cytosol [GO:0005829]	ATP binding [GO:0005524]; glycerol kinase activity [GO:0004370]	GO:0004370; GO:0005524; GO:0005829; GO:0006071; GO:0006072; GO:0019563
Q4J9S8	reviewed	Phosphoenolpyruvate carboxykinase [GTP] (PEP carboxykinase) (PEPCK) (EC 4.1.1.32)	pckG Saci_1100	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	604	cytosol [GO:0005829]; GTP binding [GO:0005525]; manganese ion binding [GO:0030145]; phosphoenolpyruvate carboxykinase (GTP) activity [GO:0004613]; cellular response to glucose stimulus [GO:0071333]; gluconeogenesis [GO:0006094]; glycerol biosynthetic process from pyruvate [GO:0046327]; oxaloacetate metabolic process [GO:0006107]; propionate catabolic process [GO:0019543]; response to lipid [GO:0033993]; response to starvation [GO:0042594]	cellular response to glucose stimulus [GO:0071333]; gluconeogenesis [GO:0006094]; glycerol biosynthetic process from pyruvate [GO:0046327]; oxaloacetate metabolic process [GO:0006107]; propionate catabolic process [GO:0019543]; response to lipid [GO:0033993]; response to starvation [GO:0042594]	cytosol [GO:0005829]	GTP binding [GO:0005525]; manganese ion binding [GO:0030145]; phosphoenolpyruvate carboxykinase (GTP) activity [GO:0004613]	GO:0004613; GO:0005525; GO:0005829; GO:0006094; GO:0006107; GO:0019543; GO:0030145; GO:0033993; GO:0042594; GO:0046327; GO:0071333
Q4J9U5	unreviewed	Glucose 1-dehydrogenase (GDH) (GlcDH) (EC 1.1.1.47)	gdh Saci_1079	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	364	D-glucose binding [GO:0005536]; glucose 1-dehydrogenase (NAD+) activity [GO:0047934]; glucose 1-dehydrogenase (NADP+) activity [GO:0047935]; NAD+ binding [GO:0070403]; NADP+ binding [GO:0070401]; zinc ion binding [GO:0008270]; non-phosphorylated glucose catabolic process [GO:0019595]	non-phosphorylated glucose catabolic process [GO:0019595]		D-glucose binding [GO:0005536]; glucose 1-dehydrogenase (NAD+) activity [GO:0047934]; glucose 1-dehydrogenase (NADP+) activity [GO:0047935]; NAD+ binding [GO:0070403]; NADP+ binding [GO:0070401]; zinc ion binding [GO:0008270]	GO:0005536; GO:0008270; GO:0019595; GO:0047934; GO:0047935; GO:0070401; GO:0070403
Q4JA23	unreviewed	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP)	mtnP Saci_0997	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	270	cytosol [GO:0005829]; S-methyl-5-thioadenosine phosphorylase activity [GO:0017061]; L-methionine salvage from methylthioadenosine [GO:0019509]; purine ribonucleoside salvage [GO:0006166]	L-methionine salvage from methylthioadenosine [GO:0019509]; purine ribonucleoside salvage [GO:0006166]	cytosol [GO:0005829]	S-methyl-5-thioadenosine phosphorylase activity [GO:0017061]	GO:0005829; GO:0006166; GO:0017061; GO:0019509
Q4JA60	reviewed	Ribonuclease HII (RNase HII) (EC 3.1.26.4)	rnhB Saci_0958	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	212	cytoplasm [GO:0005737]; ribonuclease H2 complex [GO:0032299]; manganese ion binding [GO:0030145]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; DNA replication, removal of RNA primer [GO:0043137]; mismatch repair [GO:0006298]	DNA replication, removal of RNA primer [GO:0043137]; mismatch repair [GO:0006298]	cytoplasm [GO:0005737]; ribonuclease H2 complex [GO:0032299]	manganese ion binding [GO:0030145]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]	GO:0003723; GO:0004523; GO:0005737; GO:0006298; GO:0030145; GO:0032299; GO:0043137
Q4JA70	reviewed	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)	panB Saci_0948	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	268	cytoplasm [GO:0005737]; 3-methyl-2-oxobutanoate hydroxymethyltransferase activity [GO:0003864]; magnesium ion binding [GO:0000287]; coenzyme A biosynthetic process [GO:0015937]; pantothenate biosynthetic process [GO:0015940]	coenzyme A biosynthetic process [GO:0015937]; pantothenate biosynthetic process [GO:0015940]	cytoplasm [GO:0005737]	3-methyl-2-oxobutanoate hydroxymethyltransferase activity [GO:0003864]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0003864; GO:0005737; GO:0015937; GO:0015940
Q4JA79	unreviewed	6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase (HPPK) (EC 2.7.6.3) (2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase) (6-hydroxymethyl-7,8-dihydropterin diphosphokinase) (6-HMPDK) (7,8-dihydro-6-hydroxymethylpterin diphosphokinase) (7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase) (PPPK)	mptE Saci_0939	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	203	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity [GO:0003848]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; thiamine diphosphokinase activity [GO:0004788]; thiamine diphosphate biosynthetic process [GO:0009229]	thiamine diphosphate biosynthetic process [GO:0009229]		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity [GO:0003848]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; thiamine diphosphokinase activity [GO:0004788]	GO:0000287; GO:0003848; GO:0004788; GO:0005524; GO:0009229; GO:0016301
Q4JAA8	reviewed	Proteasome subunit beta 2 (EC 3.4.25.1) (20S proteasome beta subunit 2) (Proteasome core protein PsmB 2)	psmB2 Saci_0909	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	203	cytoplasm [GO:0005737]; proteasome core complex, beta-subunit complex [GO:0019774]; threonine-type endopeptidase activity [GO:0004298]; proteasomal protein catabolic process [GO:0010498]	proteasomal protein catabolic process [GO:0010498]	cytoplasm [GO:0005737]; proteasome core complex, beta-subunit complex [GO:0019774]	threonine-type endopeptidase activity [GO:0004298]	GO:0004298; GO:0005737; GO:0010498; GO:0019774
